,ITEM_CODE,ITEM_NAME
1845,29236,SIGNAL LAMP
1846,29237,SIGNAL LAMP
1847,29238,GLAND
1848,29239,GLAND
1849,29240,PUSHBUTTON BOX
1850,29242,CONNECTOR
1851,29243,CONNECTOR
1852,29254,E-STOP
1853,29296,LUG
1854,29297,CONNECTOR
1855,29326,PANEL
1856,29327,LINE CHOKE
1857,29329,MOTOR CABLE
1858,29330,MOTOR CABLE
1859,29334,TOWER LAMP
1860,29365,BARCODE SCANNER
1861,29366,PUSHBUTTON STATION
1862,29367,PUSHBUTTON STATION
1863,29368,PUSHBUTTON STATION
1864,29369,EMERGENCY PUSHBUTTON
1865,29370,FAN
1866,29371,FILTER
1867,29372,FINGER GUARD
1868,29373,D/I MODULE
1869,29374,D/O MODULE
1870,29375,END CAP
1871,29379,EMERGENCY STOP LABEL
1872,29380,CABLE
1873,29381,CABLE
1874,29382,CABLE
1875,29383,CABLE
1876,29386,BARCODE SCANNER
1877,29399,INTERFACING MODULAR IO HEADER
1878,29400,"RCCB-4P,63A"
1879,29404,ENERGY METER
1880,29464,CABLE TRAY
1881,29466,CONTACTOR_DILMS9-23_230VAC
1882,29467,ISOLATOR SWITCH
1883,29468,ISOLATOR SWITCH
1884,29469,MOTOR
1885,29470,CABLE
1886,29472,CABLE
1887,29474,ETHERNET CABLE
1888,29475,GLAND
1889,29478,HEATER
1890,29496,MEMORY CARD
1891,29503,ESTOP LEGEND
1892,29603,RESISTOR
1893,29604,NAME PLATE
1894,29605,NAME PLATE
1895,29606,LINE FILTER
1896,29619,VFD
1897,29620,ENCODER MODULE
1898,29621,"BARCODE TAPE-10M,2D"
1899,29623,"BARCODE TAPE-50M,2D"
1900,29654,ISOLATOR SWITCH
1901,29706,GROMMET
1902,29710,BUSBAR
1903,29721,DOOR SWITCH HANDLE
1904,29731,CONDUCTOR RAIL
1905,29735,POWER FEED
1906,29736,HANGER CLAMP
1907,29738,END CAP
1908,29744,CONNECTOR
1909,29745,CONNECTOR
1910,29770,TUBE
1911,29850,DOOR SWITCH HANDLE
1912,29853,DOOR SWITCH
1913,29954,SENSOR
1914,29955,FAN
1915,29956,TOWER LAMP
1916,30004,FUSE HOLDER
1917,30050,"BARCODE TAPE-15M,2D"
1918,30202,"MCCB-4P,160A"
1919,30203,CONNECTOR
1920,30204,DWS
1921,30205,BARCODE
1922,30227,CONTACTOR
1923,30228,SUPERCAPACITOR
1924,30292,CONTACTOR
1925,30313,CONNECTOR- 4PFEMALE10A1.5 MM2ORANGE
1926,30315,CONNECTOR
1927,30316,CONNECTOR
1928,30317,CONNECTOR
1929,30318,LINE CHOKE
1930,30337,"RCBO-1P,25A"
1931,30342,GS02 RING SCANNER GLOVES
1932,30345,ETHERNET SWITCH
1933,30346,RESISTOR
1934,30347,BARCODE TAPE
1935,30362,DRIVE
1936,30363,DRIVE
1937,30607,CHARGER
1938,30609,WIRE
1939,30612,PLC
1940,30668,CABLE
1941,30669,CIRCUIT BREAKER
1942,30670,CIRCUIT BREAKER
1943,30671,CIRCUIT BREAKER
1944,30672,CIRCUIT BREAKER
1945,30673,CIRCUIT BREAKER
1946,30674,CIRCUIT BREAKER
1947,30675,FUSE
1948,30676,FUSE
1949,30689,MCCB ROTARY  HANDLE-WITHOUT DOOR INTERLOCK
1950,30697,SOCKET
1951,30705,SAFETY SWITCH
1952,30796,CABLE GLAND
1953,30797,CABLE GLAND
1954,30798,CABLE GLAND
1955,30799,"RCCB-4P,40A"
1956,30857,CABLE GLAND
1957,30858,CONTROLLER
1958,30859,RTD
1959,30975,SAFETY CONTROLLER
1960,30976,SAFETY IO
1961,30977,PLC CPU
1962,30978,VFD
1963,30979,SENSOR
1964,30980,SENSOR
1965,30993,CONNECTOR
1966,30994,COMPACT FLASH CARD
1967,30995,CABLE
1968,31007,SENSOR
1969,31009,ETHERNET SWITCH
1970,31010,RESISTOR
1971,31013,LIMIT SWITCH
1972,31141,SENSOR
1973,31142,REFLECTOR
1974,31143,SAFETY MODULE
1975,31145,LIMIT SWITCH
1976,31146,LIMIT SWITCH
1977,31147,LIMIT SWITCH
1978,31151,STICKER
1979,31152,STICKER
1980,31153,STICKER
1981,31154,STICKER
1982,31155,STICKER
1983,31156,NAME PLATE
1984,31157,NAME PLATE
1985,31165,TERMINAL MARKER
1986,31199,DUST COVER
1987,31220,TERMINAL MARKER
1988,31221,TERMINAL MARKER
1989,31222,TERMINAL MARKER
1990,31228,POWER CABLE
1991,31273,FUSE HOLDER
1992,31392,CONTROLLER
1993,31395,CABLE
1994,31396,CABLE
1995,31399,CIRCUIT BREAKER
1996,31407,NAME PLATE
1997,31408,POWER CABLE
1998,31409,NAME PLATE
1999,31477,LINEAR ACTUATOR
2000,31478,LINEAR ACTUATOR
2001,31479,CABLE
2002,31480,CABLE
2003,31481,CABLE
2004,31505,TYPE 5_MP
2005,31506,TYPE 5_RP
2006,31514,GLAND
2007,31515,LOCKNUT
2008,31516,GROMMET
2009,31517,"RCCB-4P,16A"
2010,31518,"RCCB-2P,16A"
2011,31519,MOTOR
2012,31520,DRIVE
2013,31521,CABLE
2014,31522,CABLE
2015,31523,CABLE
2016,31545,RCBO
2017,31685,SAFETY RELAY
2018,31693,21006211-01 CONN PLUG FMALE 6POS SOLDER CUP
2019,31696,TYPE 7_RP
2020,31722,BLANKING PLUG
2021,31723,ANALOG INPUT CARD
2022,31726,TRANSMITTER
2023,31727,RECEIVER
2024,31733,WIRE
2025,31734,WIRE
2026,31735,WIRE
2027,31736,SAFETY RELAY
2028,31737,MOUNTING BRACKET SET
2029,31800,TYPE 8_RP
2030,31801,SAFETY CONTACTOR
2031,31802,BARCODE SCANNER
2032,31803,BARCODE SCANNER
2033,31804,MIRROR BRACKET
2034,31855,MCCB BOX
2035,31864,FIELD BOX
2036,31886,LIMIT SWITCH
2037,31888,SENSOR
2038,31889,SENSOR
2039,31904,DRIVE
2040,31905,MCB
2041,31906,MCB
2042,31954,CHARGING CONTACT
2043,31961,DRIVE
2044,31970,CONNECTOR
2045,32003,TRANSFORMER
2046,32008,ENCLOSURE
2047,32074,PVC DUCT
2048,32075,CONNECTOR
2049,32076,BRAKING RESISTOR
2050,32077,BRAKING RESISTOR
2051,32078,BRAKING RESISTOR
2052,32079,BRAKING RESISTOR
2053,32080,ACRYLIC SHEET
2054,32081,CONNECTOR
2055,32086,CIRCUIT BREAKER
2056,32087,SOCKET
2057,32196,FUSE HOLDER
2058,32197,FUSE
2059,32198,FUSE
2060,32199,FUSE
2061,32200,FUSE
2062,32201,FUSE
2063,32202,FUSE
2064,32203,FUSE
2065,32204,FUSE
2066,32205,FUSE
2067,32206,FUSE HOLDER
2068,32263,NETWORK SWITCH
2069,32264,DISPLAY SCREEN
2070,32265,DISPLAY SCREEN
2071,32266,HAND HELD TERMINALS
2072,32267,KEYBOARD & MOUSE
2073,32268,SCANNER
2074,32269,DISPLAY SCREEN
2075,32569,SAFETY MAT
2076,32571,SAFETY ROPE
2077,32572,CONVERTER
2078,32573,LINE CHOKE
2079,32575,SAFETY LIGHT CURTAIN
2080,32576,CABLE
2081,32577,CABLE
2082,32719,MCB
2083,32722,ROTARY HANDLE
2084,32723,CABLE
2085,32724,CABLE
2086,32742,PDB_QD
2087,32743,PSB_40A 3PH
2088,32818,TYPE 9_RP
2089,32841,ETHERNET SWITCH
2090,32842,CONNECTOR
2091,32843,CONNECTOR
2092,32844,ACCESS POINT
2093,32845,PANEL
2094,32846,BATTERY
2095,32847,CHARGER
2096,32862,TRANSFORMER
2097,32863,CABLE
2098,32864,CONNECTOR
2099,32865,CONNECTOR
2100,32945,PDB_MC
2101,33011,LICENSE
2102,33013,BATTERY
2103,33020,LIDAR
2104,33021,BATTERY
2105,33023,TERMINAL BLOCK
2106,33024,END PLATE
2107,33067,CABLE
2108,33068,CABLE
2109,33069,SHORTING LINK
2110,33070,END CLAMP
2111,33071,END CLAMP
2112,33072,END PLATE
2113,33073,END PLATE
2114,33074,CABLE DUCT
2115,33075,CABLE DUCT
2116,33076,CABLE
2117,33077,CONNECTOR
2118,33078,CONNECTOR
2119,33079,CHARGER
2120,33080,SENSOR
2121,33081,LIMIT SWITCH
2122,33082,LIMIT SWITCH
2123,33083,RING LIGHT
2124,33084,CABLE
2125,33085,CABLE
2126,33086,CABLE
2127,33087,CABLE
2128,33088,CABLE
2129,33089,CABLE
2130,33090,CABLE
2131,33091,CABLE
2132,33092,CABLE
2133,33093,CONNECTOR
2134,33094,CONNECTOR
2135,33095,CIRCUIT BREAKER
2136,33096,CABLE
2137,33097,LIMIT SWITCH
2138,33098,LUGS
2139,33099,TERMINAL BLOCK
2140,33100,TERMINAL BLOCK
2141,33101,TERMINAL BLOCK
2142,33102,TERMINAL BLOCK
2143,33103,SHORTING LINK
2144,33113,INK RIBBON
2145,33114,TABLET
2146,33115,PDB_MC
2147,33116,DATA STORAGE
2148,33246,TYPE 10_MP
2149,33247,TYPE1_FB
2150,33320,DRIVE
2151,33324,SENSOR
2152,33325,SENSOR
2153,33326,ACCESS POINT
2154,33433,RELAY
2155,33434,CHARGER
2156,33435,MOUNTING PANEL
2157,33436,MOTOR
2158,33437,DRIVE
2159,33438,DRIVE
2160,33470,CABLE
2161,33471,BPL 75 UHD ANDROID SMART TV 75U-A4010
2162,33472,FUSE
2163,33554,MOTOR
2164,33600,BRAKING RESISTOR
2165,33601,BRAKING RESISTOR
2166,33602,ENCODER
2167,33672,SCANNER
2168,33726,HMI
2169,33737,MOTOR
2170,33738,MOTOR
2171,33740,MOTOR
2172,33741,MOTOR
2173,33742,MOTOR
2174,33746,CONNECTOR
2175,33769,SAFETY LIGHT CURTAIN
2176,33770,SAFETY LIGHT CURTAIN
2177,33771,SELECTOR SWICTH
2178,33806,PROFILER BOX
2179,33833,SAFTEY CONTACTOR
2180,33844,RCCB
2181,33845,RCCB
2182,33855,ACTUATOR
2183,33856,ACTUATOR
2184,33920,STICKER
2185,33923,CABLE
2186,33924,CABLE
2187,33925,CABLE
2188,34047,COPPER COMPONENTS
2189,34048,COPPER COMPONENTS
2190,34049,OFC COMPONENTS
2191,34050,OFC COMPONENTS
2192,34051,OFC COMPONENTS
2193,34052,SWITCH & WIFI COMPONENTS
2194,34053,SWITCH & WIFI COMPONENTS
2195,34054,SWITCH & WIFI COMPONENTS
2196,34055,SWITCH & WIFI COMPONENTS
2197,34056,SWITCH & WIFI COMPONENTS
2198,34057,SWITCH & WIFI COMPONENTS
2199,34058,SWITCH & WIFI COMPONENTS
2200,34059,SWITCH & WIFI COMPONENTS
2201,34060,SWITCH & WIFI COMPONENTS
2202,34064,MOTOR
2203,34065,MOTOR
2204,34066,DRIVE
2205,34067,GROMMET
2206,34068,SPLIT GLAND
2207,34069,GLAND
2208,34070,GLAND
2209,34071,BUSBAR INSULATOR
2210,34195,MURR MOUDLE CONNECTOR
2211,34196,ISOLATOR SWITCH
2212,34197,ISOLATOR SWITCH
2213,34198,PDB_ZIPPY10
2214,34199,PDB_ZIPPY25
2215,34200,PDB_PTL-PSB
2216,34201,CONTROL CABLE
2217,34202,CONTROL CABLE
2218,34299,"MPCB-3P,7-10A"
2219,34303,MPCB AUXILLARY SWITCH-1 NO+1 NC
2220,34385,CONVERTOR
2221,34453,CONNECTOR
2222,34461,HEAT SINK
2223,34462,WAXED THREAD
2224,34484,BUSBAR
2225,34503,CHARGER
2226,34572,RETRO-REFLECTIVE SENSOR
2227,34573,FEMALE CONNECTOR
2228,34574,DIFFUSIVE SENSOR
2229,34575,REFLECTOR
2230,34576,SAFETY LIGHT CURTAIN
2231,34577,PROGRAMMING CABLE
2232,34578,CONNECTOR
2233,34579,CONNECTOR
2234,34585,CONDUIT GLAND
2235,34586,CONDUIT GLAND
2236,34587,CONDUIT PIPE
2237,34588,CONDUIT CONNECTOR
2238,34589,MOUNTING BRACKET
2239,34617,VACUUM PUMP
2240,34618,VACUUM SWITCH
2241,34636,MALE CONNECTOR
2242,34744,MOUNTING BRACKET
2243,34749,CABLE TRAY
2244,34750,SAFETY PLC
2245,34751,CABLE
2246,34752,FORK LUGS
2247,34753,EMI FILTER
2248,34761,MOTOR
2249,34762,DRIVE
2250,34765,TERMINAL BLOCK
2251,34766,TERMINAL BLOCK
2252,34767,END PLATE
2253,34768,SEPERATOR
2254,34769,TERMINAL BLOCK
2255,34770,END PLATE
2256,34771,SOCKET
2257,34790,NAME PLATE
2258,34791,NAME PLATE
2259,34879,CONNECTOR
2260,34912,FUSE
2261,34981,CAMERA
2262,34983,JUNCTION BOX
2263,34985,MEMORY CARD
2264,34986,CONVERTOR
2265,34997,"MCB-3P,16A"
2266,34998,REDUNDANCY MODULE
2267,35002,CABLE
2268,35008,"MCB-1P,2A"
2269,35009,"MCB-2P,40A"
2270,35012,LASER SENSOR
2271,35013,D-LINK CABLE ROLL
2272,35110,SAFETY CONTROLLER
2273,35111,MEMORY PLUG
2274,35114,DRIVE
2275,35115,SCANNER
2276,35116,CABLE
2277,35117,CABLE
2278,35118,CHARGING BASE
2279,35119,CHARGER
2280,35120,HEATER
2281,35121,TRANSFORMER
2282,35122,THERMOSTAT
2283,35123,THERMOSTAT
2284,35198,CABLE
2285,35199,CABLE
2286,35206,CABLE
2287,35207,CABLE
2288,35208,MCCB
2289,35209,POWER CONNECTOR
2290,35310,DRIVE 48V 300W
2291,35385,COMM CABLE
2292,35386,COMM CABLE
2293,35387,WIRE
2294,35388,WIRE
2295,35389,ANALOG OUTPUT MODULE
2296,35390,TRANSDUCER
2297,35391,HEATER
2298,35392,CONTACTOR
2299,35395,CRIMPS
2300,35396,ANTENNA
2301,35397,HEATER
2302,35398,SENSOR
2303,35399,SENSOR
2304,35400,SENSOR
2305,35401,SENSOR
2306,35402,PANEL
2307,35433,TOWER LIGHT WITH BUZZER 12-24V DC
2308,35447,LIMIT SWITCH
2309,35467,WIRE
2310,35468,WIRE
2311,35469,CONTACTOR
2312,35470,RELAY
2313,35471,"MCB-3P,40A"
2314,35472,CONTACTOR
2315,35473,ISOLATOR
2316,35474,CONTACTOR
2317,35475,EMI FILTER
2318,35715,TYPE1PDBTL
2319,35716,TYPE1PL
2320,35729,BUSBAR
2321,35730,BUSBAR
2322,35736,MOTOR
2323,35737,MOTOR
2324,35739,SENSOR - DIFFUSIVE PNP 500MM
2325,35740,SAFETY RELAY
2326,35742,SWITCH
2327,35743,RELAY
2328,35744,RCCB
2329,35761,BATTERY
2330,35762,DRIVE
2331,35763,SENSOR
2332,35903,LED TUBELIGHT
2333,35904,LIDAR ALIGNMENT AID 5V DC 2A
2334,36015,MOTOR - SERVO 6KW 415VAC
2335,36016,CONTROLLER - 16KW 3PH 415VAC
2336,36017,POWER CABLE - FEMALE FREE 3M
2337,36018,RESOLVER CABLE - FEMALE MALE 3M
2338,36037,BLIND STOP
2339,36048,SAFETY CONTROLLER
2340,36089,SPEAKER-PNP87DB
2341,36090,BARCODE TAPE 0 TO 25M
2342,36157,MOBILE COMPUTER
2343,36211,CHARGER 60V12A
2344,36212,CONTACTOR-2P 300A 24VDC
2345,36213,BATTERY25.6V50AH
2346,36214,BATTERY48V30AH
2347,36215,CHARGER 29.2V15A
2348,36216,CHARGING COLLECTOR-200A
2349,36217,CHARGING BASE-200A
2350,36218,MCCB-2P250A
2351,36220,MOTOR-BLDC1.5KW48V DC + SERVO0.4KW48V DC
2352,36221,TS ENCLOSURE-300X300X120
2353,36222,CONNECTOR 2 PIN
2354,36288,BARCODE SCANNER-VISIONFIXED2D
2355,36289,PDB MLS 600X600X210
2356,36290,PDB MLS
2357,36293,SENSORPNP3.5M
2358,36403,SELECTOR SWITCH-ILLUMINATED 3  STAY
2359,36404,MOTOR-STEPPER0.05KW24V
2360,36408,POWER SOCKET-FEMALE 3 PIN  16A
2361,36445,CABLE TRAY-100X50
2362,36446,CABLE TRAY-150X50
2363,36534,COMM MOD-OPTICALTRX AETH100M
2364,36535,COMM MOD-OPTICALTRX BETH100M
2365,36536,MOUNTING BRACKET-OPTICAL
2366,36537,COMM MOD-OPTICALTRXNPN3M
2367,36538,COMM MOD-OPTICALTRXNPN1M
2368,36539,LIDAR-2D USB NON-SAFETY
2369,36540,LIDAR-2D ETHERNET SAFETY
2370,36541,MOUNTING BRACKET-LIDAR
2371,36542,CABLE-4C X 6 MM2GREYCUFLEXIBLE
2372,36543,ENCLOSURE-PUSHBUTTON 233 W X 73 H X 51 D MMWALL MOUNT
2373,36544,PRINTER-197X267X191MM203DPI152 MM PER SECUSBBLUETOOTH 4.1 & ETHERNET100-240VAC
2374,36614,CONNECTOR-M12/STRAIGHT4PINSMALED-CODING
2375,36616,PVC FERRULE TUBE-3.2MM IDWIRE SIZE 1.0 TO 1.5MM2WHITE
2376,36782,PRE FAB CABLE-0.3MIPEX 4SMASHIELDEDFEMALE
2377,36794,PVC FERRULING TUBE -ID 3.5MM2.5MM2 WIREWHITE
2378,36795,PVC FERRULE TUBE-4.2MM IDWIRE SIZE 2.5 TO 4.0MM2WHITE
2379,36796,MARKER TAG-30000LX12W OPAQUEYELLOW
2380,36797,CONNECTOR-M124 PINMALEA-CODING
2381,36864,USB SOCKET-SINGLE5V1.1 A5.5WWHITE
2382,36914,BARCODE TAPE - 20M 1D
2383,37043,RECORDER- VIDEO260MMX47.6MMX225MM8 CHANNELUPTO 8 TB1080P 12V
2384,37044,HHD-EXTERNAL6TB101.85MMX26.11MMX146.99MM128MB
2385,37045,HUB SWITCH-UNMANAGED209MMX26MMX126MM8 PORT20GBPS100-240VAC
2386,37046,ENCLOSURE- 550MMX533MMX500MMLOCALWALL MOUNT
2387,37122,DOOR SWITCH - MAGNETIC 2NC/1NO FREE WIRES 1M
2388,37123,DOOR SWITCH ACTUATOR - MAGNETIC
2389,37298,BATTERY-48V200AH
2390,37299,MOUNTING BRACKET-DISTANCE SENSOR
2391,37300,MOUNTING BRACKET-DISTANCE SENSOR MIRROR
2392,37368,LUG-CU TYPE PIN 0.50SQMM2
2393,37369,LUG-CU TYPE PIN 0.75SQMM2
2394,37370,LUG-CU RING TERMINALS 4 TO 6 SQMM2
2395,37371,LUG-CUFORK TERMINALS 1.5 TO 2.5SQM2
2396,37372,LUG-CUTYPE PIN 16 SQMM2
2397,37373,LUG-CURING TERMINALS 0.5 TO 1 SQMM2
2398,37374,LUG-CU TYPE PIN  2.5 SQMM2
2399,37375,LUG-CU TYPE PIN  4 SQMM2
2400,37376,LUG-CU TYPE PIN 10 SQMM2
2401,37377,LUG-CU RING TERMINALS 1.5 TO 2.5SQMM2
2402,37378,LUG-CURING TERMINALS 6 SQMM2
2403,37379,LUG-CU RING TERMINALS 25SQMM2
2404,37380,LUG-CUTYPE PIN  1.5QMM2
2405,37381,LUG-CU RING TERMINALS 16SQMM2
2406,37382,LUG-CU RING TERMINALS 25SQMM2
2407,37383,LUG-CU RING TERMINALS  1.5 TO 2.5SQMM2
2408,37384,LUG-CUTYPE PIN  6 SQMM2
2409,37385,LUG-CURING TERMINALS 2.5 SQMM2
2410,37386,LUG-CU RING TERMINALS 10 SQMM2
2411,37387,LUG-CU RING TERMINALS  0.5 TO 1 SQMM2
2412,37388,LUG-CUTYPE PIN  0.25SQMM2
2413,37389,LUG-CUTYPE PIN  25QMM2
2414,37390,LUG-CU TYPE PIN  0.50SQMM2
2415,37391,LUG-CUTYPE PIN  0.75SQMM2
2416,37392,LUG-CU RING TERMINALS 4 TO 6 SQMM2
2417,37393,LUG-CU RING TERMINALS 35 SQMM2
2418,37394,LUG-CUMALE TYPE 1.5 TO 2.5SQMM2
2419,37395,LUG-CUTYPE PIN  10QMM2
2420,37482,CABLE - 12G X 0.5SQMM GREY COPPER FLEXIBLE
2421,37483,VISION-AREA2560X1440 PIXELSETHERNET25/30 FPS12V DC/POE
2422,37486,LENS-BARCODE25MM
2423,37487,ENCLOSURE-CUSTOMIZE 73 W X 113 H X 51 D MMWALL MOUNT
2424,37631,"HMI-10""TOUCH 24VDC"
2425,37632,TERMINAL BLOCKS- DB 2.5 SQMM PUSH
2426,37633,SMPS-PLC60W 24VDC1 A
2427,37634,PLC CPU-3MBETH IP 24VDC
2428,37635,COMM MOD-TRANSRECEIVEREIP100M
2429,37642,CABLE TRAY END CAP-50X50
2430,37643,CABLE-2C X 1.5MM2GREYCUFLEXIBLE
2431,37644,CABLE TRAY END CAP-75X50
2432,37645,CABLE TRAY END CAP-100X50
2433,37646,CABLE TRAY END CAP-150X50
2434,37647,CABLE TRAY END CAP-200X50
2435,37650,ENCLOSURE-PUSHBUTTON68 W X 136 H X 53 D MMWALL MOUNT
2436,37651,CABLE-4GX16 AWG (1.31MM2)BLACKCOPPERNON-FLEXIBLE
2437,37652,CABLE-2X26 AWG (0.14MM2)BLACKCOPPERNON-FLEXIBLE
2438,37654,CONNECTOR-STRAIGHT4 PINSMALE83 MMBLACK
2439,37655,CONNECTOR-STRAIGHT4PINSFEMALE79 MM
2440,37656,CONNECTOR-M12STRAIGHT4PINSMALEA-CODE60.4MMBLACK
2441,37657,ENCLOSURE-ISOLATOR SWITCH100MM(W)X125MM(H)X72MM(D)WALL MOUNT
2442,37658,ENCLOSURE-ISOLATOR SWITCH100MM(W)X160MM(H)X75MM(D)WALL MOUNT
2443,37660,MARKER TAG-33L X 11.5W MM3MM2TRANSPARENT YELLOW
2444,37662,MARKER TAG-30000LX12W OPAQUEWHITE
2445,37663,NAMEPLATE-ALENGRAVED35WX 40H MMPUSHBUTTON
2446,37665,CABLE TRAY-200X50
2447,37666,SENSOR-REFLECTIVEPNP10M
2448,37668,CABLE TRAY-50X50
2449,37670,CABLE-3GX16 AWG (1.31MM2)BLACKCOPPERNON-FLEXIBLE
2450,37671,CABLE-4GX16 AWG (1.31MM2)BLACKCOPPERNON-FLEXIBLE
2451,37672,CABLE-1X15 AWG (1.5MM2)GREEN & YELLOWCOPPERNON-FLEXIBLE
2452,37673,REFLECTOR-50.8MM X 50MDIAMOND GRADEADHESIVE
2453,37704,LUG-CUPIN35MM2
2454,37856,CABLE TIE- 300MMWHITE
2455,37857,WIRELESS ESTOP-WOLSELF MTX1CH
2456,37858,WIRELESS ESTOP-WOLSELF MRX1CH
2457,37859,ACTUATOR-LINEARELECTRIC100MM3500N24V
2458,37860,ACTUATOR-LINEARELECTRIC100MM2250N24V
2459,37861,CABLE - 4C X 0.5SQMM2 BLACK COPPER NON-FLEXIBLE
2460,37867,SAFETY ROPE-100MRED
2461,37868,EYE BOLT-M10 X 100
2462,37869,WIRE CLAMP-5MM
2463,37871,TERMINAL BLOCKS-SD22.5SQMMSPRING
2464,37872,SAFETY PLC- EXPANDED24VDC8DI4DO
2465,37876,SAFETY ROPE-THIMBLE 5MM
2466,38066,CONNECTOR-M2312 PINSFEMALENICKEL PLATED
2467,38069,INTERFACE MODULE-PLCCC LINK/ETHERNET24V DC
2468,38070,VFD-22-37 KW 3 PHASE 380-500 V
2469,38071,INTERFACE MODULE-PLCSSI
2470,38072,HEAT SLEEVE-125DEG C7MMRED
2471,38073,HEAT SLEEVE-125DEG C7MMYELLOW
2472,38074,HEAT SLEEVE-125DEG C7MMBLUE
2473,38075,HEAT SLEEVE-125DEG C13MMRED
2474,38076,HEAT SLEEVE-125DEG C13MMYELLOW
2475,38077,HEAT SLEEVE-125DEG C13MMBLUE
2476,38079,VFD-0.75-2.2 KW 3 PHASE 380-500 V
2477,38141,CONNECTOR-M124 PINSMALED CODE62MM
2478,38142,CONNECTOR-M125 PINSMALEL CODE76MM
2479,38143,CONNECTOR-M125 PINSFEMALEL CODE70MM
2480,38144,CONNECTOR-M124 PINSMALEA CODE60MM
2481,38221,HMI- 7 INCH TOUCH 24V
2482,38269,BARCODE SCANNER-LASERFIXED2D
2483,38270,BARCODE SCANNER-LASERFIXED1D
2484,38432,FUSE- CARTRIDGE FUSE 1A
2485,38433,FUSE- CARTRIDGE FUSE 5A
2486,38434,"HOUSING <EURO>"" DSUB15 PINSSLEEVEMETALLIC"
2487,38435,CONDUIT GLAND-POLYAMIDE CABLE PG 11
2488,38436,CONDUIT GLAND-POLYAMIDE CABLE PG 21
2489,38437,CONDUIT PIPE-PLASTIC11.8MMFLEXIBLEBLACK
2490,38438,CONDUIT PIPE-PLASTIC21.7MMFLEXIBLEBLACK
2491,38439,CONDUIT GLAND-POLYAMIDE CABLE M 20
2492,38440,ENCLOSURE-600X600X300 WALL MOUNT
2493,38441,MOUNTING BRACKET-OPTICAL
2494,38494,MOTOR-SERVO0.75KW200V AC
2495,38495,MOTOR-SERVO0.4KW200V AC
2496,38496,MOTOR-SERVO1.5KW200V AC
2497,38497,LIMIT SWITCH-ROLLER
2498,38550,BARCODE SCANNER-LASERFIXED2D
2499,38600,LUG-CU FORK TERMINALS 0.5 TO 1 SQMM2
2500,38716,REFLECTOR-350MMX350MMSQUAREDIAMONDADHESIVE
2501,38810,PUSH BUTTON - 1NO/2NC RED
2502,38811,CONNECTOR- M12/STRAIGHT 5 PINS FEMALE 5M YELLOW
2503,38812,REFLECTOR TAPE- 50X22800 RECTANGLE PLASTIC ADHESIVE
2504,38814,SAFETY RELAY-24VDC2 CH1NC3 SAFETY OUTPUT
2505,38815,SENSOR- DIFFUSIVE PNP950 MM
2506,38816,ENCLOSURE-CUSTOMIZE80 WX 225 HX 70 DWALL MOUNT
2507,38817,HUB SWITCH- MANAGED 10 PORT 1000MBPS 24V DC
2508,38857,SAFETY ROPE-TENSION JACK
2509,38858,CABLE-4CX0.14MM2GRAYCOPPERFLEXIBLE
2510,38862,SAFETY DOOR SWITCH-1NO+2NC  24V DC
2511,38902,INDICATOR-RED24 V DC
2512,38904,CABLE-1C X 2.5MM2GRAYCUFLEXIBLE
2513,38905,CABLE-1C X 0.5MM2BLUECUFLEXIBLE
2514,38912,MCB BUSBAR - HANGER CLAMPS
2515,39010,CABLE TIE-150MMWHITE
2516,39109,TRANSFORMER-480 L X 300 W X 500 H MM220V TO 415V AC35KVA
2517,39180,CABLE GLAND - POLYAMIDE CABLE M40
2518,39181,VISION-AREA 1920X1080 COLOUR ETHERNET 12 VDC
2519,39182,CHARGER 48VDC 6A
2520,39183,CABLE GLAND - POLYAMIDE CABLE M25
2521,39184,PRE FAB CABLE-5MRJ45RJ45STRAIGHTSHIELDEDMALE
2522,39287,RECORDER-VIDEO8 CHANNELUPTO 6TB1080P 12 VDC
2523,39373,REGENERATIVE UNIT-18KW3PH750V DC
2524,39375,UPS-6KVA1P
2525,39429,ENCLOSURE- 550MMX267MMX500MMLOCALWALL MOUNT
2526,39430,PANEL LIGHT - WHITE 19 WATT 230 V AC
2527,39431,PANEL LIGHT - WHITE 5 WATT 230 V AC
2528,39463,CABLE GLAND-POLYAMIDE CABLE PG36
2529,39464,BARCODE SCANNER-VISION2D
2530,39484,TRANSFORMER-175X160X210 MM220V TO 120V AC 1.2KVA
2531,39485,SOLENOID VALVE-COIL VOLTAGE 24V DC
2532,39545,CONTROL UNIT - PROFINET
2533,39548,INTERFACE MODULE-REMOTE16DI+16DOPNPMODBUS TCP/IP24V
2534,39549,END SEAL - FLAT CABLE
2535,39552,INDICATOR-RED
2536,39555,PUSH BUTTON-BLUE
2537,39563,POWER SOCKET-FEMALE3 PINS20A
2538,39564,SENSOR-DIFFUSIVEPNP3000MM
2539,39640,SERVER-2.8GHZ 32GB 480 GB
2540,39727,VFD - 18.5KW 3 PHASE 400VAC
2541,39728,LINE CHOKE - 18.5KW 30A 3%
2542,39729,LINE CHOKE - 2.2KW 3.5A 3%
2543,39807,INTERFACE MODULE - WEIGH 1AO 24V DC
2544,39808,RFID READER - RS422
2545,39855,CONTROLLER-24V DC
2546,40061,HMI-15INCH  TOUCH12V
2547,40179,PROTECTIVE TAPE 100MMX100MM SQUARE ACRYLIC ADHESIVE
2548,40210,SENSOR-REFLECTIVEPNP2000 MM
