SUPPLIER_NAME,ITEM_NAME,CERTIFICATIONS
"ITOH DENKI CO., LTD.",machine vision camera,"Europe, Asia"
Social Sea India Pvt Ltd,relay,"Australia, India"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,encoder,"US, Canada, Europe"
Social Sea India Pvt Ltd,PLC,Global Certification
SECURITAS ENGINEERS,IO module,"Europe, Asia"
EVOKE GLOBAL,frequency inverter,"Australia, India"
iTG Software Engineering (I) Pvt. Ltd,solenoid valve,"Europe, Asia"
SHREE SAI SOLUTIONS,robotics arm,"Australia, India"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",brush motor,"Australia, India"
"ITOH DENKI CO., LTD.",servo amplifier,Global Certification
SEW EURODRIVE INDIA P LTD,stepper controller,"Europe, Asia"
RITTAL INDIA PRIVATE LIMITED,switch,Global Certification
Leuze Electronics Pvt. Ltd.,pneumatic actuator,"Australia, India"
EVOKE GLOBAL,gear motor,Global Certification
NETWORK ELECTRONICS,light sensor,"Europe, Asia"
PHOENIX CONTACT INDIA PVT LTD,actuator,"US, Canada, Europe"
Kinco ElectricShenzhenLtd.,limit switch,"Australia, India"
FESTO INDIA PRIVATE LIMITED,proximity switch,"US, Canada, Europe"
COGNEX IRELAND LTD,safety light curtain,"US, Canada, Europe"
SEW EURODRIVE INDIA P LTD,gear motor,"Europe, Asia"
Leuze Electronics Pvt. Ltd.,temperature controller,"Europe, Asia"
SUGI ELECTRONICS LLP,relay,"Australia, India"
KUDAMM CORPORATION,camera module,"US, Canada, Europe"
FINE TECH CONTROLS PRIVATE LIMITED,proximity switch,"Europe, Asia"
Pepperl+Fuchs Factory Automation Pvt. Ltd,power cable,"US, Canada, Europe"
Kinco ElectricShenzhenLtd.,servo motor,Global Certification
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,AC motor,Global Certification
Praja Controls & Systems Pvt Ltd,load cell,"US, Canada, Europe"
PHOENIX CONTACT INDIA PVT LTD,HMI panel,"Europe, Asia"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,servo amplifier,"Europe, Asia"
SD ELECTRICAL,proximity switch,"Australia, India"
Kinco ElectricShenzhenLtd.,IO module,"US, Canada, Europe"
MEERA ENTERPRISES,servo motor,"Australia, India"
RAJPRIYA INSTRUMENTS & CONTROLS,data logger,"US, Canada, Europe"
ASTronics Technology (I) Pvt Ltd,gear motor,Global Certification
FINE TECH CONTROLS PRIVATE LIMITED,safety light curtain,"Australia, India"
Technovision Enterprises,infrared camera,"Australia, India"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",transformer,"Australia, India"
IGUS INDIA PRIVATE LIMITED,current transformer,"Australia, India"
NETWORK ELECTRONICS,smart controller,"US, Canada, Europe"
MEERA ENTERPRISES,robotics arm,Global Certification
NETWORK ELECTRONICS,gear motor,"US, Canada, Europe"
KINCO SCIENTIFIC LIMITED,inductive sensor,"US, Canada, Europe"
FESTO INDIA PRIVATE LIMITED,power cable,"Europe, Asia"
Technovision Enterprises,limit switch,"Australia, India"
IGUS INDIA PRIVATE LIMITED,AC motor,Global Certification
KUDAMM CORPORATION,encoder,"Australia, India"
RAJPRIYA INSTRUMENTS & CONTROLS,power supply,Global Certification
COGNEX IRELAND LTD,power cable,"US, Canada, Europe"
CONDUCTIX-WAMPFLER INDIA PVT LTD,temperature sensor,"Australia, India"
SICK INDIA Pvt. Ltd.,IO module,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,limit switch,"Australia, India"
PHOENIX CONTACT INDIA PVT LTD,PLC,Global Certification
MEERA ENTERPRISES,camera module,Global Certification
PHOENIX CONTACT INDIA PVT LTD,stepper controller,"Australia, India"
Kinco ElectricShenzhenLtd.,light sensor,"US, Canada, Europe"
iTG Software Engineering (I) Pvt. Ltd,pressure sensor,"US, Canada, Europe"
iTG Software Engineering (I) Pvt. Ltd,frequency inverter,"Australia, India"
RAJPRIYA INSTRUMENTS & CONTROLS,infrared camera,"Australia, India"
SHREE SAI SOLUTIONS,power supply,"Europe, Asia"
Social Sea India Pvt Ltd,DC motor,"Europe, Asia"
Onyx Equipments  (India) Pvt. Ltd.,circuit breaker,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",circuit breaker,Global Certification
Pepperl+Fuchs Factory Automation Pvt. Ltd,HMI panel,"US, Canada, Europe"
SD ELECTRICAL,stepper controller,"US, Canada, Europe"
SUGI ELECTRONICS LLP,brushless motor,"Europe, Asia"
TAC Automation Pvt.Ltd- UP,robotics arm,Global Certification
Praja Controls & Systems Pvt Ltd,infrared camera,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",frequency inverter,"Europe, Asia"
MKSK OFFICE SOLUTIONS LLP,linear actuator,Global Certification
EVOKE GLOBAL,smart controller,"Europe, Asia"
SEW EURODRIVE INDIA P LTD,limit switch,"Australia, India"
KUDAMM CORPORATION,current transformer,"Australia, India"
COGNEX IRELAND LTD,control cable,"Europe, Asia"
iTG Software Engineering (I) Pvt. Ltd,stepper motor,Global Certification
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,capacitive sensor,"Australia, India"
Social Sea India Pvt Ltd,frequency inverter,Global Certification
Social Sea India Pvt Ltd,gear motor,"Australia, India"
MKSK OFFICE SOLUTIONS LLP,temperature controller,"US, Canada, Europe"
ASTronics Technology (I) Pvt Ltd,camera module,"Europe, Asia"
SHREE SAI SOLUTIONS,power cable,Global Certification
KINCO SCIENTIFIC LIMITED,temperature controller,"Europe, Asia"
Leuze Electronics Pvt. Ltd.,machine vision camera,Global Certification
iTG Software Engineering (I) Pvt. Ltd,camera module,"Europe, Asia"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,temperature controller,"Europe, Asia"
iTG Software Engineering (I) Pvt. Ltd,temperature controller,"US, Canada, Europe"
RITTAL PRIVATE LIMITED,data logger,Global Certification
SHREE SAI SOLUTIONS,frequency inverter,"Europe, Asia"
SUGI ELECTRONICS LLP,robotics arm,"US, Canada, Europe"
RAJPRIYA INSTRUMENTS & CONTROLS,relay,"Australia, India"
ASTronics Technology (I) Pvt Ltd,infrared camera,Global Certification
Technovision Enterprises,actuator,"Australia, India"
COGNEX IRELAND LTD,inductive sensor,"US, Canada, Europe"
SUGI ELECTRONICS LLP,temperature controller,Global Certification
RAJPRIYA INSTRUMENTS & CONTROLS,inductive sensor,"US, Canada, Europe"
RD ENERGY SOLUTIONS,robotics arm,"US, Canada, Europe"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,stepper controller,"Europe, Asia"
"ITOH DENKI CO., LTD.",linear actuator,"US, Canada, Europe"
SM Electronic Technologies Pvt. Ltd,smart controller,"Europe, Asia"
SD ELECTRICAL,robotic gripper,Global Certification
SD ELECTRICAL,thermal relay,"Europe, Asia"
RITTAL INDIA PRIVATE LIMITED,stepper motor,Global Certification
SECURITAS ENGINEERS,data logger,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",solenoid valve,"US, Canada, Europe"
Diagnostic Automation & Controls Pvt. Ltd.,circuit breaker,"Australia, India"
iTG Software Engineering (I) Pvt. Ltd,safety light curtain,"Europe, Asia"
SECURITAS ENGINEERS,smart controller,"Australia, India"
MKSK OFFICE SOLUTIONS LLP,IO module,"Europe, Asia"
FINE TECH CONTROLS PRIVATE LIMITED,inductive sensor,"US, Canada, Europe"
RITTAL INDIA PRIVATE LIMITED,HMI panel,"Australia, India"
SUGI ELECTRONICS LLP,temperature sensor,"Australia, India"
COGNEX IRELAND LTD,camera module,"US, Canada, Europe"
Social Sea India Pvt Ltd,servo motor,"Europe, Asia"
RD ENERGY SOLUTIONS,pneumatic actuator,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",relay,"Europe, Asia"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,smart controller,Global Certification
RD ENERGY SOLUTIONS,actuator,"Europe, Asia"
NETWORK ELECTRONICS,stepper controller,"Australia, India"
TAC Automation Pvt.Ltd- UP,hydraulic actuator,"US, Canada, Europe"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",control cable,Global Certification
EVOKE GLOBAL,DC motor,"Australia, India"
RITTAL PRIVATE LIMITED,actuator,"Australia, India"
Diagnostic Automation & Controls Pvt. Ltd.,capacitive sensor,"Australia, India"
COGNEX IRELAND LTD,PLC,"Australia, India"
Digi-Key Electronics.,servo amplifier,Global Certification
EVOKE GLOBAL,brushless motor,"US, Canada, Europe"
KUDAMM CORPORATION,IO module,"Australia, India"
KUDAMM CORPORATION,stepper motor,"Australia, India"
IGUS INDIA PRIVATE LIMITED,linear actuator,"US, Canada, Europe"
EVOKE GLOBAL,pneumatic actuator,"US, Canada, Europe"
SUGI ELECTRONICS LLP,contact sensor,Global Certification
Kinco ElectricShenzhenLtd.,actuator,Global Certification
NETWORK ELECTRONICS,AC motor,"Europe, Asia"
KUDAMM CORPORATION,power cable,"Europe, Asia"
CONDUCTIX-WAMPFLER INDIA PVT LTD,brush motor,"US, Canada, Europe"
Social Sea India Pvt Ltd,smart controller,"Europe, Asia"
ASTronics Technology (I) Pvt Ltd,proximity switch,"Australia, India"
TAC Automation Pvt.Ltd- UP,PLC,"US, Canada, Europe"
Praja Controls & Systems Pvt Ltd,HMI panel,"US, Canada, Europe"
SUGI ELECTRONICS LLP,load cell,"Europe, Asia"
EVOKE GLOBAL,AC motor,"Europe, Asia"
SUGI ELECTRONICS LLP,thermal relay,"Australia, India"
Onyx Equipments  (India) Pvt. Ltd.,stepper controller,"Australia, India"
EVOKE GLOBAL,relay,"Australia, India"
ASTronics Technology (I) Pvt Ltd,power cable,Global Certification
BHL POWER SYSTEM PVT LTD,proximity switch,"Europe, Asia"
BHL POWER SYSTEM PVT LTD,smart controller,"Europe, Asia"
Pepperl+Fuchs Factory Automation Pvt. Ltd,servo amplifier,Global Certification
iTG Software Engineering (I) Pvt. Ltd,hydraulic actuator,"Australia, India"
Technovision Enterprises,linear actuator,"US, Canada, Europe"
Diagnostic Automation & Controls Pvt. Ltd.,servo amplifier,Global Certification
ASTronics Technology (I) Pvt Ltd,transformer,"US, Canada, Europe"
TAC Automation Pvt.Ltd- UP,smart controller,"Europe, Asia"
Technovision Enterprises,solenoid valve,Global Certification
KINCO SCIENTIFIC LIMITED,power cable,"US, Canada, Europe"
EVOKE GLOBAL,contact sensor,"US, Canada, Europe"
BHL POWER SYSTEM PVT LTD,pneumatic actuator,"US, Canada, Europe"
Kinco ElectricShenzhenLtd.,stepper controller,"Australia, India"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",stepper controller,Global Certification
Social Sea India Pvt Ltd,AC motor,"US, Canada, Europe"
SICK INDIA Pvt. Ltd.,robotics arm,"Australia, India"
FESTO INDIA PRIVATE LIMITED,AC motor,Global Certification
BHL POWER SYSTEM PVT LTD,pressure sensor,Global Certification
PHOENIX CONTACT INDIA PVT LTD,circuit breaker,"Europe, Asia"
Digi-Key Electronics.,safety light curtain,Global Certification
Pepperl+Fuchs Factory Automation Pvt. Ltd,encoder,Global Certification
ASTronics Technology (I) Pvt Ltd,DC motor,Global Certification
SECURITAS ENGINEERS,switch,"Australia, India"
RITTAL PRIVATE LIMITED,encoder,"US, Canada, Europe"
RAJPRIYA INSTRUMENTS & CONTROLS,light sensor,"Europe, Asia"
SM Electronic Technologies Pvt. Ltd,temperature sensor,"Australia, India"
SHREE SAI SOLUTIONS,brush motor,"US, Canada, Europe"
iTG Software Engineering (I) Pvt. Ltd,VFD drive,"Europe, Asia"
Leuze Electronics Pvt. Ltd.,smart controller,"Australia, India"
CONDUCTIX-WAMPFLER INDIA PVT LTD,stepper motor,Global Certification
Technovision Enterprises,temperature controller,"Europe, Asia"
MKSK OFFICE SOLUTIONS LLP,voltage regulator,"Australia, India"
Onyx Equipments  (India) Pvt. Ltd.,infrared camera,"Europe, Asia"
KINCO SCIENTIFIC LIMITED,brush motor,"Europe, Asia"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,brush motor,Global Certification
Pepperl+Fuchs Factory Automation Pvt. Ltd,voltage regulator,"Australia, India"
ASTronics Technology (I) Pvt Ltd,pneumatic actuator,Global Certification
CONDUCTIX-WAMPFLER INDIA PVT LTD,inductive sensor,"Europe, Asia"
FINE TECH CONTROLS PRIVATE LIMITED,temperature sensor,"Australia, India"
FESTO INDIA PRIVATE LIMITED,thermal relay,"Australia, India"
KINCO SCIENTIFIC LIMITED,limit switch,Global Certification
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,frequency inverter,"Europe, Asia"
Social Sea India Pvt Ltd,inductive sensor,"US, Canada, Europe"
Leuze Electronics Pvt. Ltd.,light sensor,"Australia, India"
KUDAMM CORPORATION,stepper controller,"Europe, Asia"
Social Sea India Pvt Ltd,data logger,Global Certification
ASTronics Technology (I) Pvt Ltd,limit switch,"Australia, India"
SM Electronic Technologies Pvt. Ltd,solenoid valve,"US, Canada, Europe"
SICK INDIA Pvt. Ltd.,stepper motor,"US, Canada, Europe"
SHREE SAI SOLUTIONS,safety light curtain,Global Certification
FESTO INDIA PRIVATE LIMITED,temperature controller,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,thermal relay,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,machine vision camera,"US, Canada, Europe"
RAJPRIYA INSTRUMENTS & CONTROLS,robotic gripper,"Europe, Asia"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",capacitive sensor,"Europe, Asia"
FESTO INDIA PRIVATE LIMITED,smart controller,"Australia, India"
SECURITAS ENGINEERS,circuit breaker,"Australia, India"
FESTO INDIA PRIVATE LIMITED,circuit breaker,"US, Canada, Europe"
COGNEX IRELAND LTD,thermal relay,"Australia, India"
KUDAMM CORPORATION,gear motor,"Australia, India"
ASTronics Technology (I) Pvt Ltd,stepper controller,"Australia, India"
SECURITAS ENGINEERS,HMI panel,"US, Canada, Europe"
KUDAMM CORPORATION,PLC,Global Certification
iTG Software Engineering (I) Pvt. Ltd,robotics arm,"US, Canada, Europe"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,load cell,Global Certification
Digi-Key Electronics.,HMI panel,"Europe, Asia"
MKSK OFFICE SOLUTIONS LLP,stepper motor,"Australia, India"
Social Sea India Pvt Ltd,voltage regulator,"Europe, Asia"
Social Sea India Pvt Ltd,limit switch,"Australia, India"
MKSK OFFICE SOLUTIONS LLP,circuit breaker,Global Certification
SEW EURODRIVE INDIA P LTD,PLC,"US, Canada, Europe"
Pepperl+Fuchs Factory Automation Pvt. Ltd,IO module,Global Certification
MEERA ENTERPRISES,industrial camera,"Australia, India"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,data logger,"Australia, India"
Digi-Key Electronics.,brushless motor,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,servo motor,"US, Canada, Europe"
SECURITAS ENGINEERS,encoder,"Australia, India"
CONDUCTIX-WAMPFLER INDIA PVT LTD,AC motor,"Australia, India"
RITTAL PRIVATE LIMITED,contact sensor,Global Certification
SEW EURODRIVE INDIA P LTD,switch,"Australia, India"
Praja Controls & Systems Pvt Ltd,machine vision camera,"Europe, Asia"
MEERA ENTERPRISES,machine vision camera,"Europe, Asia"
RITTAL PRIVATE LIMITED,circuit breaker,Global Certification
SD ELECTRICAL,hydraulic actuator,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,inductive sensor,"Australia, India"
Pepperl+Fuchs Factory Automation Pvt. Ltd,relay,Global Certification
CONDUCTIX-WAMPFLER INDIA PVT LTD,load cell,"US, Canada, Europe"
BHL POWER SYSTEM PVT LTD,VFD drive,Global Certification
Kinco ElectricShenzhenLtd.,current transformer,"US, Canada, Europe"
SEW EURODRIVE INDIA P LTD,safety light curtain,"Europe, Asia"
SM Electronic Technologies Pvt. Ltd,DC motor,"Australia, India"
RD ENERGY SOLUTIONS,voltage regulator,"Europe, Asia"
Kinco ElectricShenzhenLtd.,power cable,"Europe, Asia"
Diagnostic Automation & Controls Pvt. Ltd.,voltage regulator,"Europe, Asia"
COGNEX IRELAND LTD,data logger,"US, Canada, Europe"
SEW EURODRIVE INDIA P LTD,robotics arm,"Europe, Asia"
MKSK OFFICE SOLUTIONS LLP,current transformer,"Europe, Asia"
Pepperl+Fuchs Factory Automation Pvt. Ltd,limit switch,"Australia, India"
Digi-Key Electronics.,limit switch,"US, Canada, Europe"
SD ELECTRICAL,machine vision camera,"Australia, India"
BHL POWER SYSTEM PVT LTD,thermal relay,"Europe, Asia"
KINCO SCIENTIFIC LIMITED,IO module,"Australia, India"
SECURITAS ENGINEERS,stepper motor,Global Certification
FESTO INDIA PRIVATE LIMITED,solenoid valve,"US, Canada, Europe"
Leuze Electronics Pvt. Ltd.,limit switch,"Australia, India"
Praja Controls & Systems Pvt Ltd,transformer,"Australia, India"
Technovision Enterprises,data logger,"Europe, Asia"
SD ELECTRICAL,brushless motor,"Australia, India"
RITTAL PRIVATE LIMITED,solenoid valve,"Europe, Asia"
Praja Controls & Systems Pvt Ltd,gear motor,"Europe, Asia"
Praja Controls & Systems Pvt Ltd,AC motor,Global Certification
RITTAL INDIA PRIVATE LIMITED,linear actuator,"Europe, Asia"
SICK INDIA Pvt. Ltd.,smart controller,Global Certification
RITTAL PRIVATE LIMITED,switch,"Australia, India"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,contact sensor,Global Certification
Digi-Key Electronics.,robotic gripper,Global Certification
NETWORK ELECTRONICS,stepper motor,Global Certification
Technovision Enterprises,AC motor,"Australia, India"
Leuze Electronics Pvt. Ltd.,linear actuator,Global Certification
MKSK OFFICE SOLUTIONS LLP,gear motor,Global Certification
SEW EURODRIVE INDIA P LTD,brush motor,Global Certification
IGUS INDIA PRIVATE LIMITED,smart controller,Global Certification
MKSK OFFICE SOLUTIONS LLP,inductive sensor,"Australia, India"
CONDUCTIX-WAMPFLER INDIA PVT LTD,actuator,Global Certification
Social Sea India Pvt Ltd,temperature sensor,Global Certification
ASTronics Technology (I) Pvt Ltd,AC motor,Global Certification
SICK INDIA Pvt. Ltd.,switch,"US, Canada, Europe"
SHREE SAI SOLUTIONS,brushless motor,Global Certification
SUGI ELECTRONICS LLP,PLC,"Europe, Asia"
Praja Controls & Systems Pvt Ltd,solenoid valve,"Europe, Asia"
ASTronics Technology (I) Pvt Ltd,PLC,Global Certification
EVOKE GLOBAL,industrial camera,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",brushless motor,"Europe, Asia"
BHL POWER SYSTEM PVT LTD,DC motor,Global Certification
FINE TECH CONTROLS PRIVATE LIMITED,DC motor,"Australia, India"
SD ELECTRICAL,circuit breaker,"Australia, India"
SHREE SAI SOLUTIONS,control cable,"US, Canada, Europe"
ASTronics Technology (I) Pvt Ltd,VFD drive,"US, Canada, Europe"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,thermal relay,"Europe, Asia"
SD ELECTRICAL,gear motor,"Australia, India"
RITTAL PRIVATE LIMITED,safety light curtain,Global Certification
"ITOH DENKI CO., LTD.",encoder,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",light sensor,"Australia, India"
ASTronics Technology (I) Pvt Ltd,servo amplifier,Global Certification
Praja Controls & Systems Pvt Ltd,smart controller,Global Certification
Onyx Equipments  (India) Pvt. Ltd.,power supply,"US, Canada, Europe"
BHL POWER SYSTEM PVT LTD,inductive sensor,"Europe, Asia"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,power cable,Global Certification
SEW EURODRIVE INDIA P LTD,industrial camera,"Australia, India"
RITTAL PRIVATE LIMITED,capacitive sensor,"US, Canada, Europe"
SICK INDIA Pvt. Ltd.,pressure sensor,"Australia, India"
SHREE SAI SOLUTIONS,circuit breaker,Global Certification
Social Sea India Pvt Ltd,stepper controller,"US, Canada, Europe"
Social Sea India Pvt Ltd,control cable,"US, Canada, Europe"
CONDUCTIX-WAMPFLER INDIA PVT LTD,contact sensor,"Australia, India"
Pepperl+Fuchs Factory Automation Pvt. Ltd,robotic gripper,Global Certification
FINE TECH CONTROLS PRIVATE LIMITED,transformer,"US, Canada, Europe"
RITTAL INDIA PRIVATE LIMITED,load cell,"Europe, Asia"
RITTAL PRIVATE LIMITED,IO module,"US, Canada, Europe"
TAC Automation Pvt.Ltd- UP,pressure sensor,Global Certification
SEW EURODRIVE INDIA P LTD,stepper motor,"Europe, Asia"
SM Electronic Technologies Pvt. Ltd,stepper controller,Global Certification
Praja Controls & Systems Pvt Ltd,encoder,Global Certification
SUGI ELECTRONICS LLP,voltage regulator,"US, Canada, Europe"
EVOKE GLOBAL,pressure sensor,"Europe, Asia"
SECURITAS ENGINEERS,frequency inverter,"Australia, India"
Diagnostic Automation & Controls Pvt. Ltd.,robotic gripper,"Europe, Asia"
SD ELECTRICAL,camera module,"Australia, India"
FINE TECH CONTROLS PRIVATE LIMITED,linear actuator,"Europe, Asia"
Kinco ElectricShenzhenLtd.,pneumatic actuator,"Europe, Asia"
Social Sea India Pvt Ltd,robotic gripper,Global Certification
SICK INDIA Pvt. Ltd.,inductive sensor,Global Certification
Social Sea India Pvt Ltd,safety light curtain,"Europe, Asia"
BHL POWER SYSTEM PVT LTD,AC motor,"US, Canada, Europe"
SECURITAS ENGINEERS,servo motor,"Australia, India"
CONDUCTIX-WAMPFLER INDIA PVT LTD,power supply,"Europe, Asia"
SHREE SAI SOLUTIONS,proximity switch,"Australia, India"
Onyx Equipments  (India) Pvt. Ltd.,limit switch,"Australia, India"
RAJPRIYA INSTRUMENTS & CONTROLS,machine vision camera,"US, Canada, Europe"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,limit switch,"US, Canada, Europe"
KINCO SCIENTIFIC LIMITED,pressure sensor,Global Certification
NETWORK ELECTRONICS,circuit breaker,"Australia, India"
SECURITAS ENGINEERS,brush motor,"Europe, Asia"
Pepperl+Fuchs Factory Automation Pvt. Ltd,infrared camera,"Australia, India"
Leuze Electronics Pvt. Ltd.,capacitive sensor,"Australia, India"
"ITOH DENKI CO., LTD.",stepper motor,"US, Canada, Europe"
"ITOH DENKI CO., LTD.",temperature controller,"Europe, Asia"
PHOENIX CONTACT INDIA PVT LTD,encoder,Global Certification
Social Sea India Pvt Ltd,transformer,"Australia, India"
RD ENERGY SOLUTIONS,camera module,"US, Canada, Europe"
FESTO INDIA PRIVATE LIMITED,VFD drive,"US, Canada, Europe"
PHOENIX CONTACT INDIA PVT LTD,brushless motor,"US, Canada, Europe"
SICK INDIA Pvt. Ltd.,relay,"Australia, India"
RAJPRIYA INSTRUMENTS & CONTROLS,DC motor,"Europe, Asia"
MEERA ENTERPRISES,VFD drive,"Australia, India"
CONDUCTIX-WAMPFLER INDIA PVT LTD,transformer,"Europe, Asia"
TAC Automation Pvt.Ltd- UP,temperature sensor,"US, Canada, Europe"
PHOENIX CONTACT INDIA PVT LTD,temperature controller,"Europe, Asia"
RD ENERGY SOLUTIONS,robotic gripper,"US, Canada, Europe"
CONDUCTIX-WAMPFLER INDIA PVT LTD,servo amplifier,"Europe, Asia"
Onyx Equipments  (India) Pvt. Ltd.,robotic gripper,"Europe, Asia"
RITTAL INDIA PRIVATE LIMITED,servo amplifier,Global Certification
BHL POWER SYSTEM PVT LTD,PLC,Global Certification
SUGI ELECTRONICS LLP,limit switch,"Australia, India"
MKSK OFFICE SOLUTIONS LLP,robotic gripper,"Europe, Asia"
RITTAL INDIA PRIVATE LIMITED,proximity switch,"US, Canada, Europe"
TAC Automation Pvt.Ltd- UP,AC motor,"US, Canada, Europe"
Kinco ElectricShenzhenLtd.,linear actuator,"Australia, India"
Social Sea India Pvt Ltd,industrial camera,"US, Canada, Europe"
PHOENIX CONTACT INDIA PVT LTD,proximity switch,"US, Canada, Europe"
Pepperl+Fuchs Factory Automation Pvt. Ltd,gear motor,"US, Canada, Europe"
SICK INDIA Pvt. Ltd.,robotic gripper,"US, Canada, Europe"
Diagnostic Automation & Controls Pvt. Ltd.,encoder,Global Certification
"SHANGHAI QUISURE INFO-TECH CO.,LTD",voltage regulator,"US, Canada, Europe"
SECURITAS ENGINEERS,limit switch,"Europe, Asia"
RAJPRIYA INSTRUMENTS & CONTROLS,switch,Global Certification
Pepperl+Fuchs Factory Automation Pvt. Ltd,capacitive sensor,"Australia, India"
TAC Automation Pvt.Ltd- UP,limit switch,"Australia, India"
SECURITAS ENGINEERS,DC motor,"US, Canada, Europe"
Leuze Electronics Pvt. Ltd.,frequency inverter,Global Certification
Praja Controls & Systems Pvt Ltd,stepper motor,"Australia, India"
FESTO INDIA PRIVATE LIMITED,switch,"Europe, Asia"
Praja Controls & Systems Pvt Ltd,thermal relay,"Australia, India"
SUGI ELECTRONICS LLP,control cable,"Australia, India"
FINE TECH CONTROLS PRIVATE LIMITED,limit switch,Global Certification
KINCO SCIENTIFIC LIMITED,thermal relay,"Australia, India"
KINCO SCIENTIFIC LIMITED,light sensor,"Australia, India"
RITTAL INDIA PRIVATE LIMITED,solenoid valve,"Europe, Asia"
Technovision Enterprises,brushless motor,Global Certification
Kinco ElectricShenzhenLtd.,brushless motor,"Australia, India"
RD ENERGY SOLUTIONS,IO module,"US, Canada, Europe"
NETWORK ELECTRONICS,brush motor,Global Certification
RITTAL PRIVATE LIMITED,robotics arm,Global Certification
Technovision Enterprises,power supply,"US, Canada, Europe"
ASTronics Technology (I) Pvt Ltd,current transformer,"Australia, India"
KUDAMM CORPORATION,brush motor,"Australia, India"
SECURITAS ENGINEERS,control cable,"Australia, India"
SM Electronic Technologies Pvt. Ltd,load cell,"Europe, Asia"
SHREE SAI SOLUTIONS,VFD drive,Global Certification
SECURITAS ENGINEERS,gear motor,"US, Canada, Europe"
SHREE SAI SOLUTIONS,transformer,Global Certification
SHREE SAI SOLUTIONS,AC motor,Global Certification
"ITOH DENKI CO., LTD.",data logger,"Australia, India"
PHOENIX CONTACT INDIA PVT LTD,robotics arm,"Europe, Asia"
Leuze Electronics Pvt. Ltd.,brush motor,Global Certification
"SHANGHAI QUISURE INFO-TECH CO.,LTD",limit switch,"Australia, India"
Diagnostic Automation & Controls Pvt. Ltd.,thermal relay,"Europe, Asia"
Diagnostic Automation & Controls Pvt. Ltd.,industrial camera,"Europe, Asia"
SECURITAS ENGINEERS,infrared camera,"Australia, India"
UNITED CONTROL ENGINEERS INDIA PRIVATE LIMITED,brushless motor,"Europe, Asia"
Social Sea India Pvt Ltd,temperature controller,"Europe, Asia"
Technovision Enterprises,industrial camera,Global Certification
MKSK OFFICE SOLUTIONS LLP,pressure sensor,"Australia, India"
TAC Automation Pvt.Ltd- UP,stepper controller,"US, Canada, Europe"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,stepper motor,"Europe, Asia"
FINE TECH CONTROLS PRIVATE LIMITED,contact sensor,"Australia, India"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",proximity switch,"Europe, Asia"
iTG Software Engineering (I) Pvt. Ltd,control cable,"Europe, Asia"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",data logger,Global Certification
Digi-Key Electronics.,control cable,Global Certification
PHOENIX CONTACT INDIA PVT LTD,infrared camera,"US, Canada, Europe"
COGNEX IRELAND LTD,frequency inverter,"Australia, India"
ASTronics Technology (I) Pvt Ltd,hydraulic actuator,"Europe, Asia"
"SHANGHAI QUISURE INFO-TECH CO.,LTD",machine vision camera,"Australia, India"
SEW EURODRIVE INDIA P LTD,brushless motor,"US, Canada, Europe"
MKSK OFFICE SOLUTIONS LLP,smart controller,"Australia, India"
KINCO SCIENTIFIC LIMITED,temperature sensor,"Australia, India"
ELECTRICAL CONTROL SYSTEMS PVT. LTD.,encoder,"Australia, India"
FESTO INDIA PRIVATE LIMITED,actuator,"Australia, India"
TAC Automation Pvt.Ltd- UP,servo motor,"US, Canada, Europe"
IGUS INDIA PRIVATE LIMITED,circuit breaker,Global Certification
